Date,Hour,Redemption_Count,Sales_Count
2023-10-21,14-00-00,348,299
2023-10-21,15-00-00,298,275
2023-10-21,16-00-00,285,263
2023-10-21,17-00-00,195,183
2023-10-21,18-00-00,85,74
2023-10-21,19-00-00,87,69
2023-10-21,20-00-00,49,43
2023-10-21,21-00-00,30,30
2023-10-21,22-00-00,13,5
2023-10-21,23-00-00,10,6
2023-10-22,00-00-00,0,3
2023-10-22,01-00-00,0,1
2023-10-22,03-00-00,0,1
2023-10-22,06-00-00,9,10
2023-10-22,07-00-00,7,8
2023-10-22,08-00-00,6,5
2023-10-22,09-00-00,61,53
2023-10-22,10-00-00,99,109
2023-10-22,11-00-00,190,181
2023-10-22,12-00-00,226,224
2023-10-22,13-00-00,229,214
2023-10-22,14-00-00,306,298
2023-10-22,15-00-00,294,351
2023-10-22,16-00-00,330,298
2023-10-22,17-00-00,256,238
2023-10-22,18-00-00,174,183
2023-10-22,19-00-00,84,72
2023-10-22,20-00-00,25,32
2023-10-22,21-00-00,19,14
2023-10-22,22-00-00,6,18
2023-10-22,23-00-00,5,6
2023-10-23,00-00-00,0,13
2023-10-23,06-00-00,24,5
2023-10-23,07-00-00,22,12
2023-10-23,08-00-00,45,24
2023-10-23,09-00-00,30,28
2023-10-23,10-00-00,150,201
2023-10-23,11-00-00,175,175
2023-10-23,12-00-00,186,186
2023-10-23,13-00-00,213,210
2023-10-23,14-00-00,173,144
2023-10-23,15-00-00,154,138
2023-10-23,16-00-00,189,180
2023-10-23,17-00-00,225,173
2023-10-23,18-00-00,97,101
2023-10-23,19-00-00,37,26
2023-10-23,20-00-00,10,6
2023-10-23,21-00-00,25,23
2023-10-23,22-00-00,6,4
2023-10-23,23-00-00,2,4
2023-10-24,01-00-00,0,2
2023-10-24,03-00-00,0,2
2023-10-24,06-00-00,26,6
2023-10-24,07-00-00,30,23
2023-10-24,08-00-00,57,54
2023-10-24,09-00-00,35,34
2023-10-24,10-00-00,83,102
2023-10-24,11-00-00,170,181
2023-10-24,12-00-00,232,166
2023-10-24,13-00-00,229,209
2023-10-24,14-00-00,209,310
2023-10-24,15-00-00,320,279
2023-10-24,16-00-00,240,219
2023-10-24,17-00-00,213,210
2023-10-24,18-00-00,170,145
2023-10-24,19-00-00,73,58
2023-10-24,20-00-00,45,40
2023-10-24,21-00-00,29,22
2023-10-24,22-00-00,11,14
2023-10-24,23-00-00,7,3
2023-10-25,00-00-00,0,2
2023-10-25,06-00-00,25,6
2023-10-25,07-00-00,16,5
2023-10-25,08-00-00,63,37
2023-10-25,09-00-00,57,58
2023-10-25,10-00-00,47,42
2023-10-25,11-00-00,148,134
2023-10-25,12-00-00,182,195
2023-10-25,13-00-00,170,180
2023-10-25,14-00-00,143,148
2023-10-25,15-00-00,176,183
2023-10-25,16-00-00,210,229
2023-10-25,17-00-00,199,165
2023-10-25,18-00-00,103,81
2023-10-25,19-00-00,57,42
2023-10-25,20-00-00,27,41
2023-10-25,21-00-00,25,22
2023-10-25,22-00-00,15,7
2023-10-25,23-00-00,10,32
2023-10-26,02-00-00,0,4
2023-10-26,06-00-00,22,6
2023-10-26,07-00-00,26,12
2023-10-26,08-00-00,42,8
2023-10-26,09-00-00,39,59
2023-10-26,10-00-00,43,45
2023-10-26,11-00-00,42,45
2023-10-26,12-00-00,38,28
2023-10-26,13-00-00,40,44
2023-10-26,14-00-00,87,73
2023-10-26,15-00-00,112,111
2023-10-26,16-00-00,135,113
2023-10-26,17-00-00,107,106
2023-10-26,18-00-00,99,82
2023-10-26,19-00-00,40,23
2023-10-26,20-00-00,43,73
2023-10-26,21-00-00,36,24
2023-10-26,22-00-00,17,12
2023-10-26,23-00-00,19,16
2023-10-27,00-00-00,0,9
2023-10-27,01-00-00,0,1
2023-10-27,02-00-00,0,5
2023-10-27,06-00-00,10,5
2023-10-27,07-00-00,16,6
2023-10-27,08-00-00,52,56
2023-10-27,09-00-00,45,40
2023-10-27,10-00-00,100,102
2023-10-27,11-00-00,192,188
2023-10-27,12-00-00,190,195
2023-10-27,13-00-00,247,267
2023-10-27,14-00-00,277,255
2023-10-27,15-00-00,319,281
2023-10-27,16-00-00,233,233
2023-10-27,17-00-00,229,206
2023-10-27,18-00-00,165,199
2023-10-27,19-00-00,68,59
2023-10-27,20-00-00,29,28
2023-10-27,21-00-00,42,37
2023-10-27,22-00-00,34,29
2023-10-27,23-00-00,20,32
2023-10-28,00-00-00,0,8
2023-10-28,01-00-00,0,12
2023-10-28,06-00-00,0,2
2023-10-28,07-00-00,0,8
2023-10-28,08-00-00,21,25
2023-10-28,09-00-00,65,67
2023-10-28,10-00-00,180,170
2023-10-28,11-00-00,385,377
2023-10-28,12-00-00,378,397
2023-10-28,13-00-00,525,538
2023-10-28,14-00-00,641,560
2023-10-28,15-00-00,486,455
2023-10-28,16-00-00,437,379
2023-10-28,17-00-00,324,302
2023-10-28,18-00-00,275,230
2023-10-28,19-00-00,110,83
2023-10-28,20-00-00,68,65
2023-10-28,21-00-00,34,46
2023-10-28,22-00-00,28,33
2023-10-28,23-00-00,14,15
2023-10-29,00-00-00,0,1
2023-10-29,07-00-00,5,13
2023-10-29,08-00-00,3,6
2023-10-29,09-00-00,40,31
2023-10-29,10-00-00,47,45
2023-10-29,11-00-00,62,50
2023-10-29,12-00-00,73,83
2023-10-29,13-00-00,82,78
2023-10-29,14-00-00,139,144
2023-10-29,15-00-00,203,187
2023-10-29,16-00-00,164,147
2023-10-29,17-00-00,108,94
2023-10-29,18-00-00,107,84
2023-10-29,19-00-00,43,32
2023-10-29,20-00-00,16,19
2023-10-29,21-00-00,15,8
2023-10-29,22-00-00,11,10
2023-10-29,23-00-00,8,7
2023-10-30,06-00-00,20,3
2023-10-30,07-00-00,32,16
2023-10-30,08-00-00,51,23
2023-10-30,09-00-00,15,30
2023-10-30,10-00-00,21,14
2023-10-30,11-00-00,64,91
2023-10-30,12-00-00,88,100
2023-10-30,13-00-00,68,59
2023-10-30,14-00-00,69,81
2023-10-30,15-00-00,62,43
2023-10-30,16-00-00,81,73
2023-10-30,17-00-00,82,84
2023-10-30,18-00-00,35,15
2023-10-30,19-00-00,1126,1117
2023-10-30,20-00-00,19,10
2023-10-30,21-00-00,15,13
2023-10-30,22-00-00,19,41
2023-10-30,23-00-00,6,2
2023-10-31,05-00-00,0,4
2023-10-31,06-00-00,22,5
2023-10-31,07-00-00,22,3
2023-10-31,08-00-00,40,18
2023-10-31,09-00-00,40,30
2023-10-31,10-00-00,41,35
2023-10-31,11-00-00,75,88
2023-10-31,12-00-00,87,91
2023-10-31,13-00-00,75,68
2023-10-31,14-00-00,257,251
2023-10-31,15-00-00,126,143
2023-10-31,16-00-00,128,140
2023-10-31,17-00-00,263,193
2023-10-31,18-00-00,90,72
2023-10-31,19-00-00,42,46
2023-10-31,20-00-00,26,14
2023-10-31,21-00-00,12,7
2023-10-31,22-00-00,10,14
2023-10-31,23-00-00,9,4
2023-11-01,00-00-00,0,4
2023-11-01,06-00-00,13,30
2023-11-01,07-00-00,26,6
2023-11-01,08-00-00,53,33
2023-11-01,09-00-00,26,32
2023-11-01,10-00-00,88,84
2023-11-01,11-00-00,61,47
2023-11-01,12-00-00,77,85
2023-11-01,13-00-00,71,82
2023-11-01,14-00-00,93,85
2023-11-01,15-00-00,110,83
2023-11-01,16-00-00,89,73
2023-11-01,17-00-00,71,59
2023-11-01,18-00-00,51,60
2023-11-01,19-00-00,39,28
2023-11-01,20-00-00,23,32
2023-11-01,21-00-00,22,14
2023-11-01,22-00-00,6,3
2023-11-01,23-00-00,2,4
2023-11-02,06-00-00,33,13
2023-11-02,07-00-00,24,5
2023-11-02,08-00-00,56,36
2023-11-02,09-00-00,32,47
2023-11-02,10-00-00,32,36
2023-11-02,11-00-00,86,81
2023-11-02,12-00-00,113,94
2023-11-02,13-00-00,78,79
2023-11-02,14-00-00,73,55
2023-11-02,15-00-00,95,79
2023-11-02,16-00-00,87,67
2023-11-02,17-00-00,110,105
2023-11-02,18-00-00,58,37
2023-11-02,19-00-00,20,16
2023-11-02,20-00-00,17,16
2023-11-02,21-00-00,16,14
2023-11-02,22-00-00,14,26
2023-11-02,23-00-00,10,22
2023-11-03,06-00-00,26,13
2023-11-03,07-00-00,21,13
2023-11-03,08-00-00,47,21
2023-11-03,09-00-00,38,39
2023-11-03,10-00-00,95,76
2023-11-03,11-00-00,115,102
2023-11-03,12-00-00,88,95
2023-11-03,13-00-00,138,114
2023-11-03,14-00-00,117,140
2023-11-03,15-00-00,117,96
2023-11-03,16-00-00,131,128
2023-11-03,17-00-00,125,92
2023-11-03,18-00-00,73,55
2023-11-03,19-00-00,39,53
2023-11-03,20-00-00,32,36
2023-11-03,21-00-00,30,14
2023-11-03,22-00-00,11,5
2023-11-03,23-00-00,19,2
2023-11-04,00-00-00,0,3
2023-11-04,02-00-00,0,2
2023-11-04,03-00-00,0,1
2023-11-04,06-00-00,9,7
2023-11-04,07-00-00,6,5
2023-11-04,08-00-00,4,0
2023-11-04,09-00-00,33,24
2023-11-04,10-00-00,70,52
2023-11-04,11-00-00,79,65
2023-11-04,12-00-00,122,121
2023-11-04,13-00-00,208,214
2023-11-04,14-00-00,201,213
2023-11-04,15-00-00,228,166
2023-11-04,16-00-00,212,184
2023-11-04,17-00-00,153,150
2023-11-04,18-00-00,77,95
2023-11-04,19-00-00,63,51
2023-11-04,20-00-00,35,23
2023-11-04,21-00-00,16,11
2023-11-04,22-00-00,41,42
2023-11-04,23-00-00,13,9
2023-11-05,00-00-00,0,2
2023-11-05,01-00-00,0,3
2023-11-05,04-00-00,0,1
2023-11-05,06-00-00,3,1
2023-11-05,07-00-00,7,5
2023-11-05,08-00-00,31,61
2023-11-05,09-00-00,80,68
2023-11-05,10-00-00,100,134
2023-11-05,11-00-00,241,219
2023-11-05,12-00-00,205,204
2023-11-05,13-00-00,279,257
2023-11-05,14-00-00,262,273
2023-11-05,15-00-00,283,243
2023-11-05,16-00-00,176,164
2023-11-05,17-00-00,94,70
2023-11-05,18-00-00,40,29
2023-11-05,19-00-00,33,26
2023-11-05,20-00-00,9,4
2023-11-05,21-00-00,17,10
2023-11-05,22-00-00,5,4
2023-11-05,23-00-00,6,5
2023-11-06,00-00-00,0,6
2023-11-06,06-00-00,34,16
2023-11-06,07-00-00,17,12
2023-11-06,08-00-00,52,17
2023-11-06,09-00-00,36,27
2023-11-06,10-00-00,67,104
2023-11-06,11-00-00,44,46
2023-11-06,12-00-00,74,54
2023-11-06,13-00-00,69,57
2023-11-06,14-00-00,76,75
2023-11-06,15-00-00,40,44
2023-11-06,16-00-00,56,22
2023-11-06,17-00-00,40,32
2023-11-06,18-00-00,29,8
2023-11-06,19-00-00,29,16
2023-11-06,20-00-00,12,28
2023-11-06,21-00-00,8,0
2023-11-06,22-00-00,9,12
2023-11-06,23-00-00,3,1
2023-11-07,00-00-00,0,2
2023-11-07,06-00-00,33,14
2023-11-07,07-00-00,22,5
2023-11-07,08-00-00,57,19
2023-11-07,09-00-00,32,19
2023-11-07,10-00-00,29,38
2023-11-07,11-00-00,74,83
2023-11-07,12-00-00,61,74
2023-11-07,13-00-00,78,61
2023-11-07,14-00-00,74,78
2023-11-07,15-00-00,88,84
2023-11-07,16-00-00,66,39
2023-11-07,17-00-00,62,49
2023-11-07,18-00-00,37,47
2023-11-07,19-00-00,24,12
2023-11-07,20-00-00,26,15
2023-11-07,21-00-00,15,13
2023-11-07,22-00-00,17,18
2023-11-07,23-00-00,2,1
2023-11-08,00-00-00,0,2
2023-11-08,06-00-00,22,8
2023-11-08,07-00-00,33,28
2023-11-08,08-00-00,57,21
2023-11-08,09-00-00,33,37
2023-11-08,10-00-00,64,74
2023-11-08,11-00-00,35,46
2023-11-08,12-00-00,41,35
2023-11-08,13-00-00,26,15
2023-11-08,14-00-00,38,15
2023-11-08,15-00-00,37,21
2023-11-08,16-00-00,447,415
2023-11-08,17-00-00,42,45
2023-11-08,18-00-00,23,3
2023-11-08,19-00-00,28,14
2023-11-08,20-00-00,9,20
2023-11-08,21-00-00,24,22
2023-11-08,22-00-00,15,14
2023-11-08,23-00-00,7,1
2023-11-09,06-00-00,28,6
2023-11-09,07-00-00,31,30
2023-11-09,08-00-00,55,19
2023-11-09,09-00-00,27,33
2023-11-09,10-00-00,30,32
2023-11-09,11-00-00,41,59
2023-11-09,12-00-00,62,56
2023-11-09,13-00-00,89,80
2023-11-09,14-00-00,131,109
2023-11-09,15-00-00,142,163
2023-11-09,16-00-00,113,116
2023-11-09,17-00-00,53,30
2023-11-09,18-00-00,45,25
2023-11-09,19-00-00,39,21
2023-11-09,20-00-00,19,24
2023-11-09,21-00-00,17,12
2023-11-09,22-00-00,13,10
2023-11-09,23-00-00,12,2
2023-11-10,01-00-00,0,2
2023-11-10,06-00-00,22,10
2023-11-10,07-00-00,14,3
2023-11-10,08-00-00,57,25
2023-11-10,09-00-00,185,170
2023-11-10,10-00-00,79,37
2023-11-10,11-00-00,57,52
2023-11-10,12-00-00,120,101
2023-11-10,13-00-00,150,175
2023-11-10,14-00-00,189,160
2023-11-10,15-00-00,138,129
2023-11-10,16-00-00,126,108
2023-11-10,17-00-00,89,63
2023-11-10,18-00-00,39,39
2023-11-10,19-00-00,36,28
2023-11-10,20-00-00,21,8
2023-11-10,21-00-00,14,2
2023-11-10,22-00-00,15,39
2023-11-10,23-00-00,19,7
2023-11-11,03-00-00,0,6
2023-11-11,06-00-00,6,6
2023-11-11,07-00-00,4,23
2023-11-11,08-00-00,18,17
2023-11-11,09-00-00,38,36
2023-11-11,10-00-00,100,90
2023-11-11,11-00-00,111,99
2023-11-11,12-00-00,142,153
2023-11-11,13-00-00,145,118
2023-11-11,14-00-00,114,114
2023-11-11,15-00-00,161,141
2023-11-11,16-00-00,108,114
2023-11-11,17-00-00,79,55
2023-11-11,18-00-00,66,44
2023-11-11,19-00-00,56,46
2023-11-11,20-00-00,21,10
2023-11-11,21-00-00,30,38
2023-11-11,22-00-00,17,31
2023-11-11,23-00-00,17,14
2023-11-12,00-00-00,0,4
2023-11-12,06-00-00,3,1
2023-11-12,07-00-00,11,11
2023-11-12,08-00-00,7,8
2023-11-12,09-00-00,24,42
2023-11-12,10-00-00,71,66
2023-11-12,11-00-00,95,92
2023-11-12,12-00-00,150,148
2023-11-12,13-00-00,198,205
2023-11-12,14-00-00,215,193
2023-11-12,15-00-00,257,237
2023-11-12,16-00-00,138,116
2023-11-12,17-00-00,120,93
2023-11-12,18-00-00,52,33
2023-11-12,19-00-00,30,21
2023-11-12,20-00-00,7,11
2023-11-12,21-00-00,5,2
2023-11-12,22-00-00,6,3
2023-11-12,23-00-00,3,4
2023-11-13,01-00-00,0,1
2023-11-13,06-00-00,24,7
2023-11-13,07-00-00,20,3
2023-11-13,08-00-00,50,38
2023-11-13,09-00-00,27,39
2023-11-13,10-00-00,95,99
2023-11-13,11-00-00,103,121
2023-11-13,12-00-00,119,102
2023-11-13,13-00-00,155,143
2023-11-13,14-00-00,155,144
2023-11-13,15-00-00,181,170
2023-11-13,16-00-00,123,80
2023-11-13,17-00-00,791,768
2023-11-13,18-00-00,43,45
2023-11-13,19-00-00,22,19
2023-11-13,20-00-00,10,2
2023-11-13,21-00-00,9,24
2023-11-13,22-00-00,8,12
2023-11-13,23-00-00,7,3
2023-11-14,01-00-00,0,2
2023-11-14,03-00-00,0,1
2023-11-14,06-00-00,33,15
2023-11-14,07-00-00,21,5
2023-11-14,08-00-00,44,27
2023-11-14,09-00-00,29,25
2023-11-14,10-00-00,32,33
2023-11-14,11-00-00,35,32
2023-11-14,12-00-00,72,51
2023-11-14,13-00-00,86,89
2023-11-14,14-00-00,103,76
2023-11-14,15-00-00,106,115
2023-11-14,16-00-00,102,85
2023-11-14,17-00-00,64,45
2023-11-14,18-00-00,28,20
2023-11-14,19-00-00,30,15
2023-11-14,20-00-00,21,7
2023-11-14,21-00-00,16,64
2023-11-14,22-00-00,7,12
2023-11-14,23-00-00,8,13
2023-11-15,06-00-00,35,24
2023-11-15,07-00-00,26,7
2023-11-15,08-00-00,54,24
2023-11-15,09-00-00,33,31
2023-11-15,10-00-00,57,35
2023-11-15,11-00-00,93,77
2023-11-15,12-00-00,65,73
2023-11-15,13-00-00,74,87
2023-11-15,14-00-00,116,153
2023-11-15,15-00-00,126,106
2023-11-15,16-00-00,115,99
2023-11-15,17-00-00,80,51
2023-11-15,18-00-00,57,62
2023-11-15,19-00-00,25,47
2023-11-15,20-00-00,17,9
2023-11-15,21-00-00,21,43
2023-11-15,22-00-00,7,3
2023-11-15,23-00-00,7,0
2023-11-16,00-00-00,0,3
2023-11-16,06-00-00,23,4
2023-11-16,07-00-00,34,28
2023-11-16,08-00-00,40,14
2023-11-16,09-00-00,16,37
2023-11-16,10-00-00,40,54
2023-11-16,11-00-00,230,214
2023-11-16,12-00-00,95,93
2023-11-16,13-00-00,99,78
2023-11-16,14-00-00,117,99
2023-11-16,15-00-00,128,124
2023-11-16,16-00-00,127,95
2023-11-16,17-00-00,62,37
2023-11-16,18-00-00,38,34
2023-11-16,19-00-00,37,21
2023-11-16,20-00-00,18,17
2023-11-16,21-00-00,20,17
2023-11-16,22-00-00,12,3
2023-11-16,23-00-00,15,13
2023-11-17,02-00-00,0,2
2023-11-17,06-00-00,22,8
2023-11-17,07-00-00,4,0
2023-11-17,08-00-00,33,11
2023-11-17,09-00-00,22,38
2023-11-17,10-00-00,22,13
2023-11-17,11-00-00,24,25
2023-11-17,12-00-00,50,40
2023-11-17,13-00-00,45,20
2023-11-17,14-00-00,30,31
2023-11-17,15-00-00,34,38
2023-11-17,16-00-00,64,57
2023-11-17,17-00-00,50,45
2023-11-17,18-00-00,30,31
2023-11-17,19-00-00,40,23
2023-11-17,20-00-00,11,5
2023-11-17,21-00-00,314,313
2023-11-17,22-00-00,19,12
2023-11-17,23-00-00,19,23
2023-11-18,00-00-00,0,1
2023-11-18,01-00-00,0,2
2023-11-18,06-00-00,12,11
2023-11-18,07-00-00,4,5
2023-11-18,08-00-00,14,22
2023-11-18,09-00-00,73,96
2023-11-18,10-00-00,167,132
2023-11-18,11-00-00,139,132
2023-11-18,12-00-00,197,174
2023-11-18,13-00-00,239,256
2023-11-18,14-00-00,188,162
2023-11-18,15-00-00,239,205
2023-11-18,16-00-00,211,228
2023-11-18,17-00-00,149,108
2023-11-18,18-00-00,54,38
2023-11-18,19-00-00,23,36
2023-11-18,20-00-00,37,24
2023-11-18,21-00-00,25,22
2023-11-18,22-00-00,26,15
2023-11-18,23-00-00,13,14
2023-11-19,00-00-00,0,9
2023-11-19,03-00-00,0,2
2023-11-19,06-00-00,9,6
2023-11-19,07-00-00,11,8
2023-11-19,08-00-00,8,8
2023-11-19,09-00-00,34,29
2023-11-19,10-00-00,74,67
2023-11-19,11-00-00,118,111
2023-11-19,12-00-00,141,139
2023-11-19,13-00-00,150,132
2023-11-19,14-00-00,115,118
2023-11-19,15-00-00,199,188
2023-11-19,16-00-00,121,95
2023-11-19,17-00-00,107,108
2023-11-19,18-00-00,52,30
2023-11-19,19-00-00,30,19
2023-11-19,20-00-00,10,3
2023-11-19,21-00-00,17,3
2023-11-19,22-00-00,7,2
2023-11-19,23-00-00,2,0
2023-11-20,01-00-00,0,1
2023-11-20,04-00-00,0,2
2023-11-20,06-00-00,20,0
2023-11-20,07-00-00,26,16
2023-11-20,08-00-00,35,5
2023-11-20,09-00-00,32,15
2023-11-20,10-00-00,94,83
2023-11-20,11-00-00,55,65
2023-11-20,12-00-00,66,92
2023-11-20,13-00-00,75,60
2023-11-20,14-00-00,121,121
2023-11-20,15-00-00,98,85
2023-11-20,16-00-00,94,86
2023-11-20,17-00-00,81,48
2023-11-20,18-00-00,24,3
2023-11-20,19-00-00,20,12
2023-11-20,20-00-00,25,9
2023-11-20,21-00-00,12,12
2023-11-20,22-00-00,10,0
2023-11-20,23-00-00,11,13
2023-11-21,06-00-00,15,2
2023-11-21,07-00-00,21,17
2023-11-21,08-00-00,55,25
2023-11-21,09-00-00,21,16
2023-11-21,10-00-00,15,12
2023-11-21,11-00-00,10,12
2023-11-21,12-00-00,17,10
2023-11-21,13-00-00,9,1
2023-11-21,14-00-00,18,17
2023-11-21,15-00-00,29,6
2023-11-21,16-00-00,39,13
2023-11-21,17-00-00,31,17
2023-11-21,18-00-00,22,4
2023-11-21,19-00-00,24,27
2023-11-21,20-00-00,15,6
2023-11-21,21-00-00,17,10
2023-11-21,22-00-00,6,3
2023-11-21,23-00-00,6,22
2023-11-22,06-00-00,23,7
2023-11-22,07-00-00,22,3
2023-11-22,08-00-00,51,25
2023-11-22,09-00-00,24,23
2023-11-22,10-00-00,23,20
2023-11-22,11-00-00,82,68
2023-11-22,12-00-00,28,39
2023-11-22,13-00-00,52,36
2023-11-22,14-00-00,56,43
2023-11-22,15-00-00,75,46
2023-11-22,16-00-00,89,64
2023-11-22,17-00-00,63,78
2023-11-22,18-00-00,63,39
2023-11-22,19-00-00,45,17
2023-11-22,20-00-00,24,22
2023-11-22,21-00-00,27,16
2023-11-22,22-00-00,11,6
2023-11-22,23-00-00,6,0
2023-11-23,02-00-00,0,5
2023-11-23,06-00-00,18,2
2023-11-23,07-00-00,20,5
2023-11-23,08-00-00,40,18
2023-11-23,09-00-00,29,14
2023-11-23,10-00-00,38,56
2023-11-23,11-00-00,55,62
2023-11-23,12-00-00,102,95
2023-11-23,13-00-00,81,56
2023-11-23,14-00-00,77,71
2023-11-23,15-00-00,104,85
2023-11-23,16-00-00,107,75
2023-11-23,17-00-00,61,42
2023-11-23,18-00-00,41,15
2023-11-23,19-00-00,33,38
2023-11-23,20-00-00,23,18
2023-11-23,21-00-00,21,5
2023-11-23,22-00-00,9,8
2023-11-23,23-00-00,15,6
2023-11-24,00-00-00,0,6
2023-11-24,01-00-00,0,4
2023-11-24,06-00-00,10,2
2023-11-24,07-00-00,23,10
2023-11-24,08-00-00,59,35
2023-11-24,09-00-00,33,28
2023-11-24,10-00-00,54,30
2023-11-24,11-00-00,53,33
2023-11-24,12-00-00,79,67
2023-11-24,13-00-00,74,80
2023-11-24,14-00-00,125,138
2023-11-24,15-00-00,79,54
2023-11-24,16-00-00,115,81
2023-11-24,17-00-00,52,51
2023-11-24,18-00-00,49,21
2023-11-24,19-00-00,31,28
2023-11-24,20-00-00,12,3
2023-11-24,21-00-00,22,13
2023-11-24,22-00-00,15,4
2023-11-24,23-00-00,14,5
2023-11-25,04-00-00,0,2
2023-11-25,06-00-00,0,6
2023-11-25,07-00-00,6,14
2023-11-25,08-00-00,11,8
2023-11-25,09-00-00,48,38
2023-11-25,10-00-00,72,97
2023-11-25,11-00-00,93,82
2023-11-25,12-00-00,124,115
2023-11-25,13-00-00,165,153
2023-11-25,14-00-00,140,134
2023-11-25,15-00-00,171,147
2023-11-25,16-00-00,128,97
2023-11-25,17-00-00,59,45
2023-11-25,18-00-00,52,36
2023-11-25,19-00-00,37,17
2023-11-25,20-00-00,19,16
2023-11-25,21-00-00,22,18
2023-11-25,22-00-00,15,6
2023-11-25,23-00-00,17,1
2023-11-26,06-00-00,2,1
2023-11-26,07-00-00,10,11
2023-11-26,08-00-00,11,30
2023-11-26,09-00-00,40,26
2023-11-26,10-00-00,39,37
2023-11-26,11-00-00,55,57
2023-11-26,12-00-00,81,72
2023-11-26,13-00-00,58,86
2023-11-26,14-00-00,73,55
2023-11-26,15-00-00,73,45
2023-11-26,16-00-00,59,38
2023-11-26,17-00-00,24,25
2023-11-26,18-00-00,33,21
2023-11-26,19-00-00,26,22
2023-11-26,20-00-00,16,5
2023-11-26,21-00-00,7,4
2023-11-26,22-00-00,5,0
2023-11-26,23-00-00,9,14
2023-11-27,06-00-00,14,1
2023-11-27,07-00-00,26,10
2023-11-27,08-00-00,45,15
2023-11-27,09-00-00,17,15
2023-11-27,10-00-00,65,70
2023-11-27,11-00-00,59,43
2023-11-27,12-00-00,59,53
2023-11-27,13-00-00,31,27
2023-11-27,14-00-00,909,907
2023-11-27,15-00-00,30,16
2023-11-27,16-00-00,924,885
2023-11-27,17-00-00,36,7
2023-11-27,18-00-00,28,24
2023-11-27,19-00-00,22,27
2023-11-27,20-00-00,12,8
2023-11-27,21-00-00,16,22
2023-11-27,22-00-00,7,20
2023-11-27,23-00-00,11,4
2023-11-28,06-00-00,25,20
2023-11-28,07-00-00,19,8
2023-11-28,08-00-00,41,23
2023-11-28,09-00-00,28,9
2023-11-28,10-00-00,15,12
2023-11-28,11-00-00,27,16
2023-11-28,12-00-00,24,38
2023-11-28,13-00-00,30,38
2023-11-28,14-00-00,49,55
2023-11-28,15-00-00,41,24
2023-11-28,16-00-00,66,40
2023-11-28,17-00-00,43,44
2023-11-28,18-00-00,29,28
2023-11-28,19-00-00,24,4
2023-11-28,20-00-00,11,1
2023-11-28,21-00-00,17,3
2023-11-28,22-00-00,16,2
2023-11-28,23-00-00,5,4
2023-11-29,06-00-00,26,58
2023-11-29,07-00-00,18,5
2023-11-29,08-00-00,34,3
2023-11-29,09-00-00,20,7
2023-11-29,10-00-00,14,7
2023-11-29,11-00-00,50,76
2023-11-29,12-00-00,32,38
2023-11-29,13-00-00,28,29
2023-11-29,14-00-00,31,20
2023-11-29,15-00-00,24,13
2023-11-29,16-00-00,49,33
2023-11-29,17-00-00,39,7
2023-11-29,18-00-00,25,1
2023-11-29,19-00-00,38,31
2023-11-29,20-00-00,20,49
2023-11-29,21-00-00,15,4
2023-11-29,22-00-00,11,10
2023-11-29,23-00-00,9,2
2023-11-30,06-00-00,33,9
2023-11-30,07-00-00,27,7
2023-11-30,08-00-00,346,312
2023-11-30,09-00-00,22,11
2023-11-30,10-00-00,27,31
2023-11-30,11-00-00,45,79
2023-11-30,12-00-00,31,29
2023-11-30,13-00-00,67,70
2023-11-30,14-00-00,96,104
2023-11-30,15-00-00,87,88
2023-11-30,16-00-00,78,84
2023-11-30,17-00-00,66,77
2023-11-30,18-00-00,47,28
2023-11-30,19-00-00,30,17
2023-11-30,20-00-00,18,16
2023-11-30,21-00-00,22,35
2023-11-30,22-00-00,11,14
2023-11-30,23-00-00,19,36
2023-12-01,06-00-00,13,3
2023-12-01,07-00-00,15,16
2023-12-01,08-00-00,46,44
2023-12-01,09-00-00,22,45
2023-12-01,10-00-00,18,13
2023-12-01,11-00-00,23,8
2023-12-01,12-00-00,20,22
2023-12-01,13-00-00,27,37
2023-12-01,14-00-00,31,25
2023-12-01,15-00-00,15,41
2023-12-01,16-00-00,36,38
2023-12-01,17-00-00,57,49
2023-12-01,18-00-00,42,27
2023-12-01,19-00-00,43,25
2023-12-01,20-00-00,13,9
2023-12-01,21-00-00,9,28
2023-12-01,22-00-00,18,6
2023-12-01,23-00-00,15,35
2023-12-02,06-00-00,1,0
2023-12-02,07-00-00,2,0
2023-12-02,08-00-00,9,2
2023-12-02,09-00-00,47,35
2023-12-02,10-00-00,73,47
2023-12-02,11-00-00,89,74
2023-12-02,12-00-00,91,62
2023-12-02,13-00-00,99,78
2023-12-02,14-00-00,85,60
2023-12-02,15-00-00,68,61
2023-12-02,16-00-00,52,41
2023-12-02,17-00-00,55,55
2023-12-02,18-00-00,11,9
2023-12-02,19-00-00,19,13
2023-12-02,20-00-00,16,8
2023-12-02,21-00-00,4,4
2023-12-02,22-00-00,11,5
2023-12-02,23-00-00,12,3
2023-12-03,04-00-00,0,1
2023-12-03,07-00-00,2,2
2023-12-03,08-00-00,1,5
2023-12-03,09-00-00,13,17
2023-12-03,10-00-00,20,21
2023-12-03,11-00-00,37,27
2023-12-03,12-00-00,110,78
2023-12-03,13-00-00,30,49
2023-12-03,14-00-00,42,34
2023-12-03,15-00-00,47,29
2023-12-03,16-00-00,47,28
2023-12-03,17-00-00,29,20
2023-12-03,18-00-00,31,16
2023-12-03,19-00-00,13,3
