Time,sale_value,redemption_value
2023-10-12T13:00:00Z,813,926
2023-10-12T14:00:00Z,890,947
2023-10-12T15:00:00Z,940,928
2023-10-12T16:00:00Z,947,869
2023-10-12T17:00:00Z,939,764
2023-10-12T18:00:00Z,892,635
2023-10-12T19:00:00Z,817,500
2023-10-12T20:00:00Z,713,360
2023-10-12T21:00:00Z,614,237
2023-10-12T22:00:00Z,502,138
2023-10-12T23:00:00Z,386,68
2023-10-13T00:00:00Z,277,37
2023-10-13T01:00:00Z,181,73
2023-10-13T02:00:00Z,115,138
2023-10-13T03:00:00Z,63,235
2023-10-13T04:00:00Z,49,46
2023-10-13T05:00:00Z,63,72
2023-10-13T06:00:00Z,114,134
2023-10-13T07:00:00Z,179,235
2023-10-13T08:00:00Z,271,360
2023-10-13T09:00:00Z,372,507
2023-10-13T10:00:00Z,495,639
2023-10-13T11:00:00Z,618,760
2023-10-13T12:00:00Z,721,863
2023-10-13T13:00:00Z,808,928
2023-10-13T14:00:00Z,897,947
2023-10-13T15:00:00Z,939,929
2023-10-13T16:00:00Z,952,870
2023-10-13T17:00:00Z,938,769
2023-10-13T18:00:00Z,898,637
2023-10-13T19:00:00Z,823,496
2023-10-13T20:00:00Z,730,359
2023-10-13T21:00:00Z,616,238
2023-10-13T22:00:00Z,510,150
2023-10-13T23:00:00Z,382,62
2023-10-14T00:00:00Z,270,53
2023-10-14T01:00:00Z,180,76
2023-10-14T02:00:00Z,108,141
2023-10-14T03:00:00Z,71,230
2023-10-14T04:00:00Z,56,38
2023-10-14T05:00:00Z,69,73
2023-10-14T06:00:00Z,105,145
2023-10-14T07:00:00Z,179,234
2023-10-14T08:00:00Z,277,359
2023-10-14T09:00:00Z,391,494
2023-10-14T10:00:00Z,499,641
2023-10-14T11:00:00Z,612,770
2023-10-14T12:00:00Z,729,869
2023-10-14T13:00:00Z,818,924
2023-10-14T14:00:00Z,888,946
2023-10-14T15:00:00Z,930,924
2023-10-14T16:00:00Z,951,862
2023-10-14T17:00:00Z,936,769
2023-10-14T18:00:00Z,883,638
2023-10-14T19:00:00Z,821,505
2023-10-14T20:00:00Z,725,370
2023-10-14T21:00:00Z,613,248
2023-10-14T22:00:00Z,502,133
2023-10-14T23:00:00Z,393,75
2023-10-15T00:00:00Z,281,47
2023-10-15T01:00:00Z,170,71
2023-10-15T02:00:00Z,112,129
2023-10-15T03:00:00Z,60,235
2023-10-15T04:00:00Z,53,47
2023-10-15T05:00:00Z,62,86
2023-10-15T06:00:00Z,108,140
2023-10-15T07:00:00Z,179,238
2023-10-15T08:00:00Z,277,365
2023-10-15T09:00:00Z,385,502
2023-10-15T10:00:00Z,506,633
2023-10-15T11:00:00Z,615,770
2023-10-15T12:00:00Z,730,863
2023-10-15T13:00:00Z,819,927
2023-10-15T14:00:00Z,895,953
2023-10-15T15:00:00Z,932,925
2023-10-15T16:00:00Z,945,865
2023-10-15T17:00:00Z,932,760
2023-10-15T18:00:00Z,886,634
2023-10-15T19:00:00Z,815,503
2023-10-15T20:00:00Z,720,365
2023-10-15T21:00:00Z,616,236
2023-10-15T22:00:00Z,505,136
2023-10-15T23:00:00Z,385,76
2023-10-16T00:00:00Z,281,47
2023-10-16T01:00:00Z,179,66
2023-10-16T02:00:00Z,109,136
2023-10-16T03:00:00Z,56,235
2023-10-16T04:00:00Z,46,55
2023-10-16T05:00:00Z,55,67
2023-10-16T06:00:00Z,101,137
2023-10-16T07:00:00Z,180,237
2023-10-16T08:00:00Z,276,363
2023-10-16T09:00:00Z,386,495
2023-10-16T10:00:00Z,498,632
2023-10-16T11:00:00Z,624,760
2023-10-16T12:00:00Z,741,868
2023-10-16T13:00:00Z,815,924
2023-10-16T14:00:00Z,889,950
2023-10-16T15:00:00Z,933,932
2023-10-16T16:00:00Z,949,860
2023-10-16T17:00:00Z,939,761
2023-10-16T18:00:00Z,895,639
2023-10-16T19:00:00Z,829,502
2023-10-16T20:00:00Z,726,359
2023-10-16T21:00:00Z,618,232
2023-10-16T22:00:00Z,510,134
2023-10-16T23:00:00Z,378,74
2023-10-17T00:00:00Z,274,64
2023-10-17T01:00:00Z,185,77
2023-10-17T02:00:00Z,108,139
2023-10-17T03:00:00Z,67,235
2023-10-17T04:00:00Z,56,49
2023-10-17T05:00:00Z,63,71
2023-10-17T06:00:00Z,107,140
2023-10-17T07:00:00Z,173,232
2023-10-17T08:00:00Z,278,356
2023-10-17T09:00:00Z,383,506
2023-10-17T10:00:00Z,505,638
2023-10-17T11:00:00Z,616,769
2023-10-17T12:00:00Z,732,867
2023-10-17T13:00:00Z,818,929
2023-10-17T14:00:00Z,885,949
2023-10-17T15:00:00Z,926,929
2023-10-17T16:00:00Z,949,873
2023-10-17T17:00:00Z,939,762
2023-10-17T18:00:00Z,890,639
2023-10-17T19:00:00Z,819,502
2023-10-17T20:00:00Z,727,360
2023-10-17T21:00:00Z,620,231
2023-10-17T22:00:00Z,507,129
2023-10-17T23:00:00Z,380,74
2023-10-18T00:00:00Z,273,52
2023-10-18T01:00:00Z,183,65
2023-10-18T02:00:00Z,112,137
2023-10-18T03:00:00Z,66,234
2023-10-18T04:00:00Z,52,50
2023-10-18T05:00:00Z,66,73
2023-10-18T06:00:00Z,119,145
2023-10-18T07:00:00Z,182,237
2023-10-18T08:00:00Z,278,359
2023-10-18T09:00:00Z,383,504
2023-10-18T10:00:00Z,493,631
2023-10-18T11:00:00Z,613,764
2023-10-18T12:00:00Z,723,876
2023-10-18T13:00:00Z,821,919
2023-10-18T14:00:00Z,883,959
2023-10-18T15:00:00Z,940,925
2023-10-18T16:00:00Z,952,866
2023-10-18T17:00:00Z,937,769
2023-10-18T18:00:00Z,893,641
2023-10-18T19:00:00Z,817,495
2023-10-18T20:00:00Z,724,363
2023-10-18T21:00:00Z,623,236
2023-10-18T22:00:00Z,510,133
2023-10-18T23:00:00Z,386,62
2023-10-19T00:00:00Z,281,45
2023-10-19T01:00:00Z,176,67
2023-10-19T02:00:00Z,107,140
2023-10-19T03:00:00Z,63,238
2023-10-19T04:00:00Z,53,47
2023-10-19T05:00:00Z,67,74
2023-10-19T06:00:00Z,108,141
2023-10-19T07:00:00Z,185,240
2023-10-19T08:00:00Z,280,366
2023-10-19T09:00:00Z,388,502
2023-10-19T10:00:00Z,491,637
2023-10-19T11:00:00Z,615,761
2023-10-19T12:00:00Z,719,863
2023-10-19T13:00:00Z,810,936
2023-10-19T14:00:00Z,882,949
2023-10-19T15:00:00Z,931,921
2023-10-19T16:00:00Z,953,867
2023-10-19T17:00:00Z,932,762
2023-10-19T18:00:00Z,889,641
2023-10-19T19:00:00Z,823,501
2023-10-19T20:00:00Z,730,361
2023-10-19T21:00:00Z,624,240
2023-10-19T22:00:00Z,487,135
2023-10-19T23:00:00Z,390,71
2023-10-20T00:00:00Z,278,46
2023-10-20T01:00:00Z,185,69
2023-10-20T02:00:00Z,111,135
2023-10-20T03:00:00Z,58,240
2023-10-20T04:00:00Z,47,57
2023-10-20T05:00:00Z,62,63
2023-10-20T06:00:00Z,105,123
2023-10-20T07:00:00Z,186,238
2023-10-20T08:00:00Z,283,359
2023-10-20T09:00:00Z,386,491
2023-10-20T10:00:00Z,492,641
2023-10-20T11:00:00Z,616,767
2023-10-20T12:00:00Z,718,861
2023-10-20T13:00:00Z,822,933
2023-10-20T14:00:00Z,884,953
2023-10-20T15:00:00Z,928,921
2023-10-20T16:00:00Z,952,866
2023-10-20T17:00:00Z,932,768
2023-10-20T18:00:00Z,892,647
2023-10-20T19:00:00Z,826,507
2023-10-20T20:00:00Z,730,365
2023-10-20T21:00:00Z,619,242
2023-10-20T22:00:00Z,499,137
2023-10-20T23:00:00Z,385,78
2023-10-21T00:00:00Z,268,47
2023-10-21T01:00:00Z,177,63
2023-10-21T02:00:00Z,110,143
2023-10-21T03:00:00Z,72,241
2023-10-21T04:00:00Z,52,51
2023-10-21T05:00:00Z,64,68
2023-10-21T06:00:00Z,112,144
2023-10-21T07:00:00Z,184,239
2023-10-21T08:00:00Z,271,363
2023-10-21T09:00:00Z,387,500
2023-10-21T10:00:00Z,501,637
2023-10-21T11:00:00Z,616,761
2023-10-21T12:00:00Z,714,864
2023-10-21T13:00:00Z,819,930
2023-10-21T14:00:00Z,877,949
2023-10-21T15:00:00Z,942,929
2023-10-21T16:00:00Z,947,863
2023-10-21T17:00:00Z,933,760
2023-10-21T18:00:00Z,893,634
2023-10-21T19:00:00Z,816,500
2023-10-21T20:00:00Z,724,369
2023-10-21T21:00:00Z,609,239
2023-10-21T22:00:00Z,505,134
2023-10-21T23:00:00Z,399,74
2023-10-22T00:00:00Z,279,49
2023-10-22T01:00:00Z,183,61
2023-10-22T02:00:00Z,109,132
2023-10-22T03:00:00Z,68,231
2023-10-22T04:00:00Z,56,49
2023-10-22T05:00:00Z,75,73
2023-10-22T06:00:00Z,101,134
2023-10-22T07:00:00Z,175,232
2023-10-22T08:00:00Z,269,368
2023-10-22T09:00:00Z,388,507
2023-10-22T10:00:00Z,503,636
2023-10-22T11:00:00Z,619,768
2023-10-22T12:00:00Z,720,867
2023-10-22T13:00:00Z,813,936
2023-10-22T14:00:00Z,893,946
2023-10-22T15:00:00Z,939,927
2023-10-22T16:00:00Z,947,856
2023-10-22T17:00:00Z,936,761
2023-10-22T18:00:00Z,898,647
2023-10-22T19:00:00Z,819,502
2023-10-22T20:00:00Z,718,362
2023-10-22T21:00:00Z,613,229
2023-10-22T22:00:00Z,504,138
2023-10-22T23:00:00Z,385,71
2023-10-23T00:00:00Z,275,52
2023-10-23T01:00:00Z,178,72
2023-10-23T02:00:00Z,111,140
2023-10-23T03:00:00Z,62,232
2023-10-23T04:00:00Z,55,44
2023-10-23T05:00:00Z,62,66
2023-10-23T06:00:00Z,115,134
2023-10-23T07:00:00Z,173,232
2023-10-23T08:00:00Z,268,370
2023-10-23T09:00:00Z,376,500
2023-10-23T10:00:00Z,500,640
2023-10-23T11:00:00Z,620,769
2023-10-23T12:00:00Z,717,858
2023-10-23T13:00:00Z,816,933
2023-10-23T14:00:00Z,890,940
2023-10-23T15:00:00Z,944,922
2023-10-23T16:00:00Z,954,868
2023-10-23T17:00:00Z,933,756
2023-10-23T18:00:00Z,885,641
2023-10-23T19:00:00Z,814,495
2023-10-23T20:00:00Z,718,366
2023-10-23T21:00:00Z,607,239
2023-10-23T22:00:00Z,505,133
2023-10-23T23:00:00Z,389,78
2023-10-24T00:00:00Z,274,50
2023-10-24T01:00:00Z,184,76
2023-10-24T02:00:00Z,104,128
2023-10-24T03:00:00Z,63,231
2023-10-24T04:00:00Z,57,58
2023-10-24T05:00:00Z,63,73
2023-10-24T06:00:00Z,110,137
2023-10-24T07:00:00Z,183,229
2023-10-24T08:00:00Z,271,360
2023-10-24T09:00:00Z,387,504
2023-10-24T10:00:00Z,504,642
2023-10-24T11:00:00Z,617,764
2023-10-24T12:00:00Z,716,867
2023-10-24T13:00:00Z,816,931
2023-10-24T14:00:00Z,892,951
2023-10-24T15:00:00Z,944,925
2023-10-24T16:00:00Z,953,858
2023-10-24T17:00:00Z,940,767
2023-10-24T18:00:00Z,889,642
2023-10-24T19:00:00Z,819,504
2023-10-24T20:00:00Z,722,355
2023-10-24T21:00:00Z,611,227
2023-10-24T22:00:00Z,501,129
2023-10-24T23:00:00Z,382,76
2023-10-25T00:00:00Z,270,43
2023-10-25T01:00:00Z,181,76
2023-10-25T02:00:00Z,112,132
2023-10-25T03:00:00Z,53,231
2023-10-25T04:00:00Z,53,54
2023-10-25T05:00:00Z,67,78
2023-10-25T06:00:00Z,111,129
2023-10-25T07:00:00Z,187,228
2023-10-25T08:00:00Z,277,369
2023-10-25T09:00:00Z,383,503
2023-10-25T10:00:00Z,508,635
2023-10-25T11:00:00Z,621,758
2023-10-25T12:00:00Z,722,857
2023-10-25T13:00:00Z,822,934
2023-10-25T14:00:00Z,891,958
2023-10-25T15:00:00Z,938,925
2023-10-25T16:00:00Z,957,852
2023-10-25T17:00:00Z,940,763
2023-10-25T18:00:00Z,891,634
2023-10-25T19:00:00Z,816,500
2023-10-25T20:00:00Z,725,363
2023-10-25T21:00:00Z,618,236
2023-10-25T22:00:00Z,504,135
2023-10-25T23:00:00Z,385,79
2023-10-26T00:00:00Z,274,48
2023-10-26T01:00:00Z,176,71
2023-10-26T02:00:00Z,115,140
2023-10-26T03:00:00Z,63,239
2023-10-26T04:00:00Z,48,48
2023-10-26T05:00:00Z,71,68
2023-10-26T06:00:00Z,113,130
2023-10-26T07:00:00Z,184,230
2023-10-26T08:00:00Z,277,353
2023-10-26T09:00:00Z,370,493
2023-10-26T10:00:00Z,500,637
2023-10-26T11:00:00Z,614,768
2023-10-26T12:00:00Z,727,869
2023-10-26T13:00:00Z,830,923
2023-10-26T14:00:00Z,883,944
2023-10-26T15:00:00Z,932,932
2023-10-26T16:00:00Z,956,871
2023-10-26T17:00:00Z,935,763
2023-10-26T18:00:00Z,884,638
2023-10-26T19:00:00Z,822,502
2023-10-26T20:00:00Z,726,359
2023-10-26T21:00:00Z,614,235
2023-10-26T22:00:00Z,501,132
2023-10-26T23:00:00Z,380,74
2023-10-27T00:00:00Z,273,49
2023-10-27T01:00:00Z,175,74
2023-10-27T02:00:00Z,116,130
2023-10-27T03:00:00Z,72,237
2023-10-27T04:00:00Z,56,45
2023-10-27T05:00:00Z,64,70
2023-10-27T06:00:00Z,104,137
2023-10-27T07:00:00Z,182,230
2023-10-27T08:00:00Z,273,371
2023-10-27T09:00:00Z,385,503
2023-10-27T10:00:00Z,501,639
2023-10-27T11:00:00Z,619,760
2023-10-27T12:00:00Z,724,862
2023-10-27T13:00:00Z,829,931
2023-10-27T14:00:00Z,883,946
2023-10-27T15:00:00Z,934,928
2023-10-27T16:00:00Z,950,869
2023-10-27T17:00:00Z,947,768
2023-10-27T18:00:00Z,879,644
2023-10-27T19:00:00Z,824,501
2023-10-27T20:00:00Z,716,365
2023-10-27T21:00:00Z,618,236
2023-10-27T22:00:00Z,506,134
2023-10-27T23:00:00Z,381,67
2023-10-28T00:00:00Z,274,44
2023-10-28T01:00:00Z,184,75
2023-10-28T02:00:00Z,120,134
2023-10-28T03:00:00Z,64,233
2023-10-28T04:00:00Z,45,60
2023-10-28T05:00:00Z,63,74
2023-10-28T06:00:00Z,111,136
2023-10-28T07:00:00Z,181,232
2023-10-28T08:00:00Z,283,351
2023-10-28T09:00:00Z,381,502
2023-10-28T10:00:00Z,502,652
2023-10-28T11:00:00Z,618,768
2023-10-28T12:00:00Z,724,870
2023-10-28T13:00:00Z,816,936
2023-10-28T14:00:00Z,889,953
2023-10-28T15:00:00Z,935,935
2023-10-28T16:00:00Z,953,870
2023-10-28T17:00:00Z,935,758
2023-10-28T18:00:00Z,890,639
2023-10-28T19:00:00Z,813,492
2023-10-28T20:00:00Z,718,358
2023-10-28T21:00:00Z,615,245
2023-10-28T22:00:00Z,506,138
2023-10-28T23:00:00Z,386,67
2023-10-29T00:00:00Z,271,55
2023-10-29T01:00:00Z,191,72
2023-10-29T02:00:00Z,102,135
2023-10-29T03:00:00Z,63,237
2023-10-29T04:00:00Z,40,52
2023-10-29T05:00:00Z,66,72
2023-10-29T06:00:00Z,112,132
2023-10-29T07:00:00Z,180,238
2023-10-29T08:00:00Z,272,362
2023-10-29T09:00:00Z,383,509
2023-10-29T10:00:00Z,496,645
2023-10-29T11:00:00Z,607,775
2023-10-29T12:00:00Z,722,866
2023-10-29T13:00:00Z,814,929
2023-10-29T14:00:00Z,895,948
2023-10-29T15:00:00Z,933,925
2023-10-29T16:00:00Z,955,860
2023-10-29T17:00:00Z,946,761
2023-10-29T18:00:00Z,896,636
2023-10-29T19:00:00Z,815,504
2023-10-29T20:00:00Z,731,368
2023-10-29T21:00:00Z,617,228
2023-10-29T22:00:00Z,499,146
2023-10-29T23:00:00Z,379,77
2023-10-30T00:00:00Z,266,56
2023-10-30T01:00:00Z,184,76
2023-10-30T02:00:00Z,117,137
2023-10-30T03:00:00Z,60,239
2023-10-30T04:00:00Z,56,56
2023-10-30T05:00:00Z,66,67
2023-10-30T06:00:00Z,113,135
2023-10-30T07:00:00Z,180,239
2023-10-30T08:00:00Z,285,361
2023-10-30T09:00:00Z,386,506
2023-10-30T10:00:00Z,500,639
2023-10-30T11:00:00Z,619,769
2023-10-30T12:00:00Z,711,861
2023-10-30T13:00:00Z,820,925
2023-10-30T14:00:00Z,886,958
2023-10-30T15:00:00Z,930,932
2023-10-30T16:00:00Z,939,876
2023-10-30T17:00:00Z,930,764
2023-10-30T18:00:00Z,889,633
2023-10-30T19:00:00Z,814,506
2023-10-30T20:00:00Z,717,363
2023-10-30T21:00:00Z,618,236
2023-10-30T22:00:00Z,498,130
2023-10-30T23:00:00Z,391,73
2023-10-31T00:00:00Z,272,47
2023-10-31T01:00:00Z,181,80
2023-10-31T02:00:00Z,99,129
2023-10-31T03:00:00Z,62,228
2023-10-31T04:00:00Z,43,47
2023-10-31T05:00:00Z,58,74
2023-10-31T06:00:00Z,114,132
2023-10-31T07:00:00Z,182,235
2023-10-31T08:00:00Z,281,369
2023-10-31T09:00:00Z,387,499
2023-10-31T10:00:00Z,498,641
2023-10-31T11:00:00Z,618,761
2023-10-31T12:00:00Z,724,858
2023-10-31T13:00:00Z,819,935
2023-10-31T14:00:00Z,887,954
2023-10-31T15:00:00Z,935,924
2023-10-31T16:00:00Z,955,867
2023-10-31T17:00:00Z,944,778
2023-10-31T18:00:00Z,889,643
2023-10-31T19:00:00Z,810,494
2023-10-31T20:00:00Z,727,362
2023-10-31T21:00:00Z,606,234
2023-10-31T22:00:00Z,503,144
2023-10-31T23:00:00Z,369,68
2023-11-01T00:00:00Z,283,52
2023-11-01T01:00:00Z,181,75
2023-11-01T02:00:00Z,109,142
2023-11-01T03:00:00Z,60,239
2023-11-01T04:00:00Z,55,51
2023-11-01T05:00:00Z,72,72
2023-11-01T06:00:00Z,105,143
2023-11-01T07:00:00Z,178,239
2023-11-01T08:00:00Z,278,362
2023-11-01T09:00:00Z,381,515
2023-11-01T10:00:00Z,497,646
2023-11-01T11:00:00Z,619,769
2023-11-01T12:00:00Z,726,871
2023-11-01T13:00:00Z,820,931
2023-11-01T14:00:00Z,889,947
2023-11-01T15:00:00Z,941,933
2023-11-01T16:00:00Z,957,867
2023-11-01T17:00:00Z,937,770
2023-11-01T18:00:00Z,887,641
2023-11-01T19:00:00Z,818,497
2023-11-01T20:00:00Z,723,367
2023-11-01T21:00:00Z,616,231
2023-11-01T22:00:00Z,499,144
2023-11-01T23:00:00Z,374,73
2023-11-02T00:00:00Z,273,47
2023-11-02T01:00:00Z,180,75
2023-11-02T02:00:00Z,112,132
2023-11-02T03:00:00Z,70,232
2023-11-02T04:00:00Z,50,56
2023-11-02T05:00:00Z,62,66
2023-11-02T06:00:00Z,114,135
2023-11-02T07:00:00Z,179,229
2023-11-02T08:00:00Z,281,370
2023-11-02T09:00:00Z,384,508
2023-11-02T10:00:00Z,502,635
2023-11-02T11:00:00Z,614,767
2023-11-02T12:00:00Z,721,864
2023-11-02T13:00:00Z,817,925
2023-11-02T14:00:00Z,886,950
2023-11-02T15:00:00Z,937,927
2023-11-02T16:00:00Z,948,860
2023-11-02T17:00:00Z,933,753
2023-11-02T18:00:00Z,880,646
2023-11-02T19:00:00Z,818,503
2023-11-02T20:00:00Z,727,363
2023-11-02T21:00:00Z,621,243
2023-11-02T22:00:00Z,495,135
2023-11-02T23:00:00Z,392,72
2023-11-03T00:00:00Z,267,50
2023-11-03T01:00:00Z,180,70
2023-11-03T02:00:00Z,113,126
2023-11-03T03:00:00Z,71,233
2023-11-03T04:00:00Z,47,44
2023-11-03T05:00:00Z,67,70
2023-11-03T06:00:00Z,110,139
2023-11-03T07:00:00Z,182,244
2023-11-03T08:00:00Z,274,362
2023-11-03T09:00:00Z,387,507
2023-11-03T10:00:00Z,492,641
2023-11-03T11:00:00Z,614,759
2023-11-03T12:00:00Z,727,871
2023-11-03T13:00:00Z,817,916
2023-11-03T14:00:00Z,893,952
2023-11-03T15:00:00Z,928,935
2023-11-03T16:00:00Z,958,853
2023-11-03T17:00:00Z,932,769
2023-11-03T18:00:00Z,886,641
2023-11-03T19:00:00Z,822,504
2023-11-03T20:00:00Z,729,362
2023-11-03T21:00:00Z,618,232
2023-11-03T22:00:00Z,501,141
2023-11-03T23:00:00Z,378,69
2023-11-04T00:00:00Z,273,63
2023-11-04T01:00:00Z,189,71
2023-11-04T02:00:00Z,109,142
2023-11-04T03:00:00Z,61,240
2023-11-04T04:00:00Z,47,46
2023-11-04T05:00:00Z,65,69
2023-11-04T06:00:00Z,109,143
2023-11-04T07:00:00Z,177,241
2023-11-04T08:00:00Z,276,365
2023-11-04T09:00:00Z,376,501
2023-11-04T10:00:00Z,493,630
2023-11-04T11:00:00Z,612,766
2023-11-04T12:00:00Z,720,872
2023-11-04T13:00:00Z,816,931
2023-11-04T14:00:00Z,889,951
2023-11-04T15:00:00Z,940,932
2023-11-04T16:00:00Z,959,868
2023-11-04T17:00:00Z,936,764
2023-11-04T18:00:00Z,885,629
2023-11-04T19:00:00Z,809,505
2023-11-04T20:00:00Z,728,352
2023-11-04T21:00:00Z,614,235
2023-11-04T22:00:00Z,506,134
2023-11-04T23:00:00Z,396,79
2023-11-05T00:00:00Z,271,53
2023-11-05T01:00:00Z,181,80
2023-11-05T02:00:00Z,105,131
2023-11-05T03:00:00Z,63,234
2023-11-05T04:00:00Z,54,48
2023-11-05T05:00:00Z,59,69
2023-11-05T06:00:00Z,62,68
2023-11-05T07:00:00Z,110,134
2023-11-05T08:00:00Z,186,227
2023-11-05T09:00:00Z,281,357
2023-11-05T10:00:00Z,382,505
2023-11-05T11:00:00Z,501,642
2023-11-05T12:00:00Z,619,770
2023-11-05T13:00:00Z,720,864
2023-11-05T14:00:00Z,822,928
2023-11-05T15:00:00Z,895,952
2023-11-05T16:00:00Z,925,921
2023-11-05T17:00:00Z,948,868
2023-11-05T18:00:00Z,935,763
2023-11-05T19:00:00Z,891,640
2023-11-05T20:00:00Z,808,490
2023-11-05T21:00:00Z,736,359
2023-11-05T22:00:00Z,627,237
2023-11-05T23:00:00Z,497,134
2023-11-06T00:00:00Z,391,64
2023-11-06T01:00:00Z,279,47
2023-11-06T02:00:00Z,181,67
2023-11-06T03:00:00Z,100,150
2023-11-06T04:00:00Z,72,238
2023-11-06T05:00:00Z,53,45
2023-11-06T06:00:00Z,65,70
2023-11-06T07:00:00Z,110,129
2023-11-06T08:00:00Z,182,237
2023-11-06T09:00:00Z,268,360
2023-11-06T10:00:00Z,384,508
2023-11-06T11:00:00Z,508,644
2023-11-06T12:00:00Z,614,771
2023-11-06T13:00:00Z,723,864
2023-11-06T14:00:00Z,820,929
2023-11-06T15:00:00Z,893,951
2023-11-06T16:00:00Z,939,923
2023-11-06T17:00:00Z,955,873
2023-11-06T18:00:00Z,931,756
2023-11-06T19:00:00Z,894,635
2023-11-06T20:00:00Z,822,502
2023-11-06T21:00:00Z,726,369
2023-11-06T22:00:00Z,623,227
2023-11-06T23:00:00Z,505,129
2023-11-07T00:00:00Z,376,69
2023-11-07T01:00:00Z,274,48
2023-11-07T02:00:00Z,179,68
2023-11-07T03:00:00Z,106,135
2023-11-07T04:00:00Z,70,239
2023-11-07T05:00:00Z,54,40
2023-11-07T06:00:00Z,74,69
2023-11-07T07:00:00Z,109,135
2023-11-07T08:00:00Z,183,237
2023-11-07T09:00:00Z,272,349
2023-11-07T10:00:00Z,384,496
2023-11-07T11:00:00Z,504,647
2023-11-07T12:00:00Z,619,757
2023-11-07T13:00:00Z,721,872
2023-11-07T14:00:00Z,824,928
2023-11-07T15:00:00Z,883,951
2023-11-07T16:00:00Z,941,925
2023-11-07T17:00:00Z,949,869
2023-11-07T18:00:00Z,928,757
2023-11-07T19:00:00Z,891,633
2023-11-07T20:00:00Z,813,495
2023-11-07T21:00:00Z,727,350
2023-11-07T22:00:00Z,622,240
2023-11-07T23:00:00Z,506,135
2023-11-08T00:00:00Z,377,74
2023-11-08T01:00:00Z,281,45
2023-11-08T02:00:00Z,184,71
2023-11-08T03:00:00Z,111,133
2023-11-08T04:00:00Z,59,240
2023-11-08T05:00:00Z,54,51
2023-11-08T06:00:00Z,60,74
2023-11-08T07:00:00Z,109,132
2023-11-08T08:00:00Z,176,239
2023-11-08T09:00:00Z,281,359
2023-11-08T10:00:00Z,385,501
2023-11-08T11:00:00Z,502,640
2023-11-08T12:00:00Z,606,768
2023-11-08T13:00:00Z,728,862
2023-11-08T14:00:00Z,821,929
2023-11-08T15:00:00Z,894,950
2023-11-08T16:00:00Z,941,922
2023-11-08T17:00:00Z,955,873
2023-11-08T18:00:00Z,938,759
2023-11-08T19:00:00Z,886,648
2023-11-08T20:00:00Z,812,494
2023-11-08T21:00:00Z,712,363
2023-11-08T22:00:00Z,616,238
2023-11-08T23:00:00Z,494,146
2023-11-09T00:00:00Z,385,78
2023-11-09T01:00:00Z,271,56
2023-11-09T02:00:00Z,182,69
2023-11-09T03:00:00Z,116,135
2023-11-09T04:00:00Z,66,232
2023-11-09T05:00:00Z,53,47
2023-11-09T06:00:00Z,65,70
2023-11-09T07:00:00Z,103,141
2023-11-09T08:00:00Z,184,238
2023-11-09T09:00:00Z,270,360
2023-11-09T10:00:00Z,388,495
2023-11-09T11:00:00Z,496,642
2023-11-09T12:00:00Z,620,770
2023-11-09T13:00:00Z,731,866
2023-11-09T14:00:00Z,821,924
2023-11-09T15:00:00Z,895,949
2023-11-09T16:00:00Z,936,927
2023-11-09T17:00:00Z,952,872
2023-11-09T18:00:00Z,935,769
2023-11-09T19:00:00Z,887,634
2023-11-09T20:00:00Z,821,497
2023-11-09T21:00:00Z,723,351
2023-11-09T22:00:00Z,628,232
2023-11-09T23:00:00Z,502,136
2023-11-10T00:00:00Z,381,66
2023-11-10T01:00:00Z,279,51
2023-11-10T02:00:00Z,173,76
2023-11-10T03:00:00Z,111,134
2023-11-10T04:00:00Z,61,234
2023-11-10T05:00:00Z,43,42
2023-11-10T06:00:00Z,68,73
2023-11-10T07:00:00Z,108,141
2023-11-10T08:00:00Z,180,242
2023-11-10T09:00:00Z,272,359
2023-11-10T10:00:00Z,382,501
2023-11-10T11:00:00Z,500,644
2023-11-10T12:00:00Z,615,762
2023-11-10T13:00:00Z,724,859
2023-11-10T14:00:00Z,817,932
2023-11-10T15:00:00Z,890,951
2023-11-10T16:00:00Z,943,922
2023-11-10T17:00:00Z,945,863
2023-11-10T18:00:00Z,938,765
2023-11-10T19:00:00Z,891,644
2023-11-10T20:00:00Z,811,509
2023-11-10T21:00:00Z,732,361
2023-11-10T22:00:00Z,607,236
2023-11-10T23:00:00Z,503,124
2023-11-11T00:00:00Z,384,71
2023-11-11T01:00:00Z,277,51
2023-11-11T02:00:00Z,177,77
2023-11-11T03:00:00Z,109,134
2023-11-11T04:00:00Z,70,234
2023-11-11T05:00:00Z,45,58
2023-11-11T06:00:00Z,61,74
2023-11-11T07:00:00Z,114,135
2023-11-11T08:00:00Z,176,229
2023-11-11T09:00:00Z,280,355
2023-11-11T10:00:00Z,390,509
2023-11-11T11:00:00Z,501,633
2023-11-11T12:00:00Z,620,765
2023-11-11T13:00:00Z,720,852
2023-11-11T14:00:00Z,810,927
2023-11-11T15:00:00Z,896,951
2023-11-11T16:00:00Z,937,927
2023-11-11T17:00:00Z,942,871
2023-11-11T18:00:00Z,930,766
2023-11-11T19:00:00Z,896,640
2023-11-11T20:00:00Z,818,497
2023-11-11T21:00:00Z,733,353
2023-11-11T22:00:00Z,613,237
2023-11-11T23:00:00Z,507,134
2023-11-12T00:00:00Z,378,78
2023-11-12T01:00:00Z,276,55
2023-11-12T02:00:00Z,182,78
2023-11-12T03:00:00Z,105,128
2023-11-12T04:00:00Z,69,244
